,GCA_001633485.1,GCA_001639645.1,GCA_001633355.1,GCA_001633675.1,GCA_001633575.1,GCA_001633495.1,GCA_001633505.1,GCA_001633405.1,GCA_001633545.1,GCA_001633335.1,GCA_001633415.1,GCA_001633325.1,GCA_001639485.1,GCA_001633595.1,GCA_001633565.1,GCA_001633665.1,GCA_001633605.1,GCA_001633645.1,GCA_001308305.1,GCA_000203855.3,GCA_001633435.1
Cluster_130,,,,,,,,,FNJAKAKL_00863,ECBNDIDM_02172,,IMJNKLBI_02232,EMNCPJML_01567,,PGJOJFNN_00711,,,,,AHNHBFNE_00225,HBJIBEPC_00760
Cluster_131,,PEOCBFCP_02095,GKBMFCDM_01749,GKMEBLJL_01266,HKAMFFJN_00363,,GACBFOHJ_02408,LLFCPLKD_00642,FNJAKAKL_01028,ECBNDIDM_02774,LFPJLIBK_02584,IMJNKLBI_02841,EMNCPJML_00622,PLFJNGPA_02344,PGJOJFNN_00828,ODFDBHOD_02896,IAPKCFHA_01348,BDHOLPHL_01466,DELEFPOC_00938,AHNHBFNE_02568,HBJIBEPC_01314
Cluster_132,,,,,,,,,,ECBNDIDM_01300,,IMJNKLBI_01690,,,,,,,,,
Cluster_133,LNKPBJJO_01760,,,,,JOBNEEKL_01785,,,,,,,,,,,,,,,
Cluster_134,LNKPBJJO_00080,PEOCBFCP_00065,GKBMFCDM_00064,GKMEBLJL_02065,HKAMFFJN_02954,JOBNEEKL_01662,GACBFOHJ_00343,LLFCPLKD_02021,FNJAKAKL_02716,ECBNDIDM_00331,LFPJLIBK_00244,IMJNKLBI_00330,EMNCPJML_00591,PLFJNGPA_00343,PGJOJFNN_00169,ODFDBHOD_00207,IAPKCFHA_00247,BDHOLPHL_00245,DELEFPOC_02611,AHNHBFNE_01462,HBJIBEPC_00389
Cluster_135,,,,GKMEBLJL_01624,,,,,FNJAKAKL_01893,,,,,,PGJOJFNN_02127,,,,,,HBJIBEPC_01630
Cluster_136,LNKPBJJO_02132,,,,,JOBNEEKL_00499,,,,,,,,,,,,,,,
Cluster_137,LNKPBJJO_01119,PEOCBFCP_01180,GKBMFCDM_00851,GKMEBLJL_00956,HKAMFFJN_00638,JOBNEEKL_01296,GACBFOHJ_02654,LLFCPLKD_02663,FNJAKAKL_00808,ECBNDIDM_03089,LFPJLIBK_01016,IMJNKLBI_03014,EMNCPJML_01467,PLFJNGPA_00702,PGJOJFNN_01207,ODFDBHOD_02625,IAPKCFHA_00910,BDHOLPHL_00734,DELEFPOC_02981,AHNHBFNE_01835,HBJIBEPC_00017
Cluster_138,,,GKBMFCDM_01414,,,,,,,,,,,,,,,,,,
Cluster_139,,,,,,,GACBFOHJ_01577,,,,,,,PLFJNGPA_01642,,,,,,,
Cluster_140,,,,,,,GACBFOHJ_00103,,,,,,,PLFJNGPA_00103,,,,,,,
Cluster_141,,,,,,,,,,,,,,,PGJOJFNN_02844,,,,,,
Cluster_142,,PEOCBFCP_00500,GKBMFCDM_00445,,HKAMFFJN_frag_01209_01210,,,,,,,,,,,,,,,AHNHBFNE_02096,
Cluster_143,,,,,,,,,FNJAKAKL_01402,,,,,,,,,,,,
Cluster_144,,,,,,,,,,ECBNDIDM_00047,,IMJNKLBI_00047,,,,,,,,,
Cluster_145,LNKPBJJO_02867,,,,,JOBNEEKL_02059,,,,,,,,,,,,BDHOLPHL_02480,DELEFPOC_01675,,
Cluster_146,LNKPBJJO_02019,PEOCBFCP_01921,GKBMFCDM_01330,GKMEBLJL_00175,HKAMFFJN_01823,JOBNEEKL_00267,GACBFOHJ_02090,LLFCPLKD_00344,FNJAKAKL_01830,ECBNDIDM_02296,LFPJLIBK_01878,IMJNKLBI_02356,EMNCPJML_00183,PLFJNGPA_02154,PGJOJFNN_01342,ODFDBHOD_02197,IAPKCFHA_02853,BDHOLPHL_01871,DELEFPOC_00399,AHNHBFNE_00101,HBJIBEPC_01805
Cluster_147,,,,GKMEBLJL_02567,,,,LLFCPLKD_01422,,,LFPJLIBK_02099,,,,,ODFDBHOD_01468,IAPKCFHA_02342,BDHOLPHL_02273,DELEFPOC_02072,,
Cluster_148,LNKPBJJO_00414,PEOCBFCP_01848,GKBMFCDM_01257,GKMEBLJL_00102,HKAMFFJN_02843,JOBNEEKL_00782,GACBFOHJ_01996,LLFCPLKD_00448,FNJAKAKL_01755,ECBNDIDM_01631,LFPJLIBK_01972,IMJNKLBI_01625,EMNCPJML_02783,PLFJNGPA_02060,PGJOJFNN_01438,ODFDBHOD_03230,IAPKCFHA_02927,BDHOLPHL_01944,DELEFPOC_00326,AHNHBFNE_00027,HBJIBEPC_01730
Cluster_149,,,,,,,,,FNJAKAKL_01952,,,,,,,,,,,,
Cluster_150,,,,GKMEBLJL_00017,HKAMFFJN_02298,,,,,,,,,,,,,,DELEFPOC_00243,,
Cluster_151,,,,,,,,LLFCPLKD_01029,,,,,,,,ODFDBHOD_01742,,,,,
Cluster_152,,PEOCBFCP_02880,GKBMFCDM_02846,,,,,,FNJAKAKL_00068,ECBNDIDM_01941,,IMJNKLBI_01985,,,,,,,,,
Cluster_153,LNKPBJJO_02968,PEOCBFCP_00640,GKBMFCDM_00638,GKMEBLJL_01086,HKAMFFJN_03097,JOBNEEKL_00063,GACBFOHJ_01499,,FNJAKAKL_00225,ECBNDIDM_02940,LFPJLIBK_01621,IMJNKLBI_00728,EMNCPJML_00730,PLFJNGPA_01564,PGJOJFNN_00486,,IAPKCFHA_00851,BDHOLPHL_02396,DELEFPOC_01591,AHNHBFNE_00952,HBJIBEPC_01997
Cluster_154,,PEOCBFCP_01770,GKBMFCDM_01179,GKMEBLJL_00024,HKAMFFJN_02764,,GACBFOHJ_01919,,,ECBNDIDM_01552,LFPJLIBK_02050,IMJNKLBI_01546,EMNCPJML_01656,PLFJNGPA_01984,,,,BDHOLPHL_02022,DELEFPOC_00248,AHNHBFNE_03038,
Cluster_155,,PEOCBFCP_01766,GKBMFCDM_01175,GKMEBLJL_00018,HKAMFFJN_02760,,,,,,LFPJLIBK_02055,,,,,,,BDHOLPHL_02027,DELEFPOC_00244,,
Cluster_156,LNKPBJJO_02280,PEOCBFCP_01668,GKBMFCDM_00758,GKMEBLJL_02659,HKAMFFJN_01854,JOBNEEKL_02514,GACBFOHJ_01196,LLFCPLKD_01579,FNJAKAKL_02255,ECBNDIDM_02551,LFPJLIBK_00720,IMJNKLBI_02488,EMNCPJML_01076,PLFJNGPA_01272,PGJOJFNN_01562,ODFDBHOD_01626,IAPKCFHA_02454,BDHOLPHL_02576,DELEFPOC_01771,AHNHBFNE_01929,HBJIBEPC_02543
Cluster_157,LNKPBJJO_00799,PEOCBFCP_02510,GKBMFCDM_02476,GKMEBLJL_02493,HKAMFFJN_00996,JOBNEEKL_02896,GACBFOHJ_01040,LLFCPLKD_01350,FNJAKAKL_00739,ECBNDIDM_02905,LFPJLIBK_02171,IMJNKLBI_02973,EMNCPJML_02085,PLFJNGPA_01116,PGJOJFNN_02055,ODFDBHOD_01396,IAPKCFHA_02032,BDHOLPHL_02201,DELEFPOC_02000,AHNHBFNE_02166,HBJIBEPC_02768
Cluster_158,LNKPBJJO_01307,PEOCBFCP_00881,GKBMFCDM_00976,GKMEBLJL_01567,HKAMFFJN_00817,JOBNEEKL_00692,GACBFOHJ_02889,LLFCPLKD_01769,FNJAKAKL_01425,ECBNDIDM_00941,LFPJLIBK_00636,IMJNKLBI_00929,EMNCPJML_00829,PLFJNGPA_02883,PGJOJFNN_02575,ODFDBHOD_01809,IAPKCFHA_02679,BDHOLPHL_00835,DELEFPOC_01178,AHNHBFNE_00484,HBJIBEPC_02312
Cluster_159,LNKPBJJO_02300,PEOCBFCP_01688,GKBMFCDM_00738,GKMEBLJL_02639,HKAMFFJN_01874,JOBNEEKL_02534,GACBFOHJ_01176,LLFCPLKD_01559,FNJAKAKL_02275,ECBNDIDM_02531,LFPJLIBK_00700,IMJNKLBI_02508,EMNCPJML_01056,PLFJNGPA_01252,PGJOJFNN_01909,ODFDBHOD_01606,IAPKCFHA_02434,BDHOLPHL_02556,DELEFPOC_01751,AHNHBFNE_01949,HBJIBEPC_02563
Cluster_161,,,,,,,,,,,,,,,PGJOJFNN_01982,,,,,,
Cluster_162,LNKPBJJO_02733,PEOCBFCP_00265,GKBMFCDM_00263,GKMEBLJL_02439,HKAMFFJN_02410,JOBNEEKL_02384,GACBFOHJ_00145,LLFCPLKD_02213,FNJAKAKL_01507,ECBNDIDM_00526,LFPJLIBK_00045,IMJNKLBI_00525,EMNCPJML_01175,PLFJNGPA_00145,PGJOJFNN_00366,ODFDBHOD_00398,IAPKCFHA_00046,BDHOLPHL_00045,DELEFPOC_02412,AHNHBFNE_01266,HBJIBEPC_00584
Cluster_163,LNKPBJJO_00639,PEOCBFCP_00215,GKBMFCDM_00213,GKMEBLJL_02390,HKAMFFJN_00744,JOBNEEKL_02335,GACBFOHJ_00196,LLFCPLKD_02164,FNJAKAKL_02571,ECBNDIDM_00477,LFPJLIBK_00094,IMJNKLBI_00476,EMNCPJML_02107,PLFJNGPA_00196,PGJOJFNN_00317,ODFDBHOD_00349,IAPKCFHA_00096,BDHOLPHL_00094,DELEFPOC_02461,AHNHBFNE_01316,HBJIBEPC_00535
Cluster_164,,PEOCBFCP_01661,,,,,,,,,,IMJNKLBI_01281,,,,,,,,,
Cluster_165,LNKPBJJO_01232,PEOCBFCP_01100,GKBMFCDM_00771,GKMEBLJL_01421,HKAMFFJN_01260,JOBNEEKL_02501,GACBFOHJ_01209,LLFCPLKD_01044,FNJAKAKL_01137,ECBNDIDM_02564,LFPJLIBK_00733,IMJNKLBI_02475,EMNCPJML_01089,PLFJNGPA_01285,PGJOJFNN_01549,ODFDBHOD_01053,IAPKCFHA_02467,BDHOLPHL_02589,DELEFPOC_01784,AHNHBFNE_01916,HBJIBEPC_02529
Cluster_166,LNKPBJJO_02534,PEOCBFCP_02663,GKBMFCDM_02629,GKMEBLJL_01396,HKAMFFJN_00576,JOBNEEKL_00345,GACBFOHJ_00577,LLFCPLKD_03165,,ECBNDIDM_00767,LFPJLIBK_02709,IMJNKLBI_00755,,PLFJNGPA_00576,PGJOJFNN_01601,ODFDBHOD_00723,IAPKCFHA_00723,BDHOLPHL_01594,DELEFPOC_00810,,HBJIBEPC_01194
Cluster_167,LNKPBJJO_02182,,,,,JOBNEEKL_01546,,,,,,,,,,,,,,,
Cluster_168,LNKPBJJO_01739,PEOCBFCP_01611,GKBMFCDM_01627,GKMEBLJL_02929,HKAMFFJN_02217,JOBNEEKL_01760,GACBFOHJ_01718,LLFCPLKD_02341,FNJAKAKL_00546,ECBNDIDM_01366,LFPJLIBK_02511,IMJNKLBI_01360,EMNCPJML_02925,PLFJNGPA_01783,PGJOJFNN_02154,ODFDBHOD_02298,IAPKCFHA_02628,BDHOLPHL_02801,DELEFPOC_00054,AHNHBFNE_02833,HBJIBEPC_02685
Cluster_169,LNKPBJJO_00218,PEOCBFCP_01409,GKBMFCDM_02254,GKMEBLJL_02203,HKAMFFJN_00188,JOBNEEKL_02703,GACBFOHJ_00486,LLFCPLKD_01885,FNJAKAKL_01252,ECBNDIDM_00192,LFPJLIBK_00381,IMJNKLBI_00192,EMNCPJML_00060,PLFJNGPA_00485,PGJOJFNN_00030,ODFDBHOD_00071,IAPKCFHA_00386,BDHOLPHL_00382,DELEFPOC_02748,AHNHBFNE_01599,HBJIBEPC_00252
Cluster_170,LNKPBJJO_01943,PEOCBFCP_02892,GKBMFCDM_02858,GKMEBLJL_02757,HKAMFFJN_01577,JOBNEEKL_00738,GACBFOHJ_02993,LLFCPLKD_03067,FNJAKAKL_02125,ECBNDIDM_frag_00868_00869,LFPJLIBK_01242,IMJNKLBI_frag_00856_00857,EMNCPJML_01230,PLFJNGPA_02987,PGJOJFNN_02685,ODFDBHOD_00625,IAPKCFHA_02789,BDHOLPHL_00881,DELEFPOC_01224,AHNHBFNE_00601,HBJIBEPC_02266
Cluster_171,LNKPBJJO_02197,PEOCBFCP_01799,GKBMFCDM_01208,GKMEBLJL_00053,HKAMFFJN_02794,JOBNEEKL_01937,GACBFOHJ_01948,LLFCPLKD_00496,FNJAKAKL_01708,ECBNDIDM_01581,LFPJLIBK_02021,IMJNKLBI_01575,EMNCPJML_01627,PLFJNGPA_02013,PGJOJFNN_01484,ODFDBHOD_03278,IAPKCFHA_02976,BDHOLPHL_01993,DELEFPOC_00277,AHNHBFNE_03067,HBJIBEPC_01681
Cluster_172,,,,,,,,,,ECBNDIDM_02358,,IMJNKLBI_refound_1,,,,,,,,,
Cluster_173,LNKPBJJO_02143,PEOCBFCP_02281,GKBMFCDM_01934,GKMEBLJL_00883,HKAMFFJN_00439,JOBNEEKL_00971,GACBFOHJ_02245,LLFCPLKD_00524,FNJAKAKL_02881,ECBNDIDM_01187,LFPJLIBK_02772,IMJNKLBI_01176,EMNCPJML_00360,PLFJNGPA_02507,PGJOJFNN_01024,ODFDBHOD_00825,IAPKCFHA_01163,BDHOLPHL_01279,DELEFPOC_01125,AHNHBFNE_02389,HBJIBEPC_01484
Cluster_174,LNKPBJJO_02829,PEOCBFCP_01307,GKBMFCDM_02152,GKMEBLJL_01046,HKAMFFJN_00087,JOBNEEKL_02021,GACBFOHJ_02529,LLFCPLKD_02539,FNJAKAKL_01363,ECBNDIDM_00086,LFPJLIBK_00489,IMJNKLBI_00086,EMNCPJML_00770,PLFJNGPA_02776,PGJOJFNN_02882,ODFDBHOD_02501,IAPKCFHA_00495,BDHOLPHL_00491,DELEFPOC_02856,AHNHBFNE_01715,HBJIBEPC_00139
Cluster_175,,,,,,,,,,,,,,,,ODFDBHOD_01853,,,,,
Cluster_176,,,,,,,,LLFCPLKD_02891,,,,,,,,ODFDBHOD_03012,,,,,
Cluster_177,,PEOCBFCP_02549,GKBMFCDM_02515,GKMEBLJL_01278,HKAMFFJN_00375,,GACBFOHJ_frag_02422_02423,LLFCPLKD_00629,FNJAKAKL_01016,,LFPJLIBK_02596,,EMNCPJML_00636,PLFJNGPA_frag_02329_02330,PGJOJFNN_00815,ODFDBHOD_02884,IAPKCFHA_01360,BDHOLPHL_01478,DELEFPOC_00926,AHNHBFNE_02582,HBJIBEPC_01302
Cluster_178,LNKPBJJO_00866,,,,,JOBNEEKL_01204,,,,,,,,,,,,,,,
Cluster_179,,,,,,,,LLFCPLKD_01018,,,,,,,,ODFDBHOD_01731,,,,,
Cluster_180,LNKPBJJO_00118,PEOCBFCP_00026,GKBMFCDM_00025,GKMEBLJL_02107,HKAMFFJN_02915,JOBNEEKL_01700,GACBFOHJ_00385,LLFCPLKD_01982,FNJAKAKL_01609,ECBNDIDM_00291,LFPJLIBK_00286,IMJNKLBI_00290,EMNCPJML_00156,PLFJNGPA_00385,PGJOJFNN_00127,ODFDBHOD_00168,IAPKCFHA_00289,BDHOLPHL_00286,DELEFPOC_02652,AHNHBFNE_01503,HBJIBEPC_00349
Cluster_181,LNKPBJJO_00392,PEOCBFCP_01826,GKBMFCDM_01235,GKMEBLJL_00080,HKAMFFJN_02821,JOBNEEKL_00760,GACBFOHJ_01975,LLFCPLKD_00470,FNJAKAKL_01733,ECBNDIDM_01608,LFPJLIBK_01994,IMJNKLBI_01602,EMNCPJML_02804,PLFJNGPA_02040,PGJOJFNN_01459,ODFDBHOD_03252,IAPKCFHA_02949,BDHOLPHL_01966,DELEFPOC_00304,AHNHBFNE_00006,HBJIBEPC_01708
Cluster_182,,PEOCBFCP_frag_00336_00337,GKBMFCDM_frag_00334_00335,GKMEBLJL_00596,HKAMFFJN_02483,,GACBFOHJ_00050,LLFCPLKD_02805,,ECBNDIDM_00623,LFPJLIBK_00540,IMJNKLBI_00622,EMNCPJML_02626,PLFJNGPA_00050,PGJOJFNN_00403,ODFDBHOD_02771,IAPKCFHA_00976,BDHOLPHL_02866,DELEFPOC_02331,AHNHBFNE_01171,HBJIBEPC_00653
Cluster_183,LNKPBJJO_02629,PEOCBFCP_00302,GKBMFCDM_00300,GKMEBLJL_02476,HKAMFFJN_02448,JOBNEEKL_02241,GACBFOHJ_00079,LLFCPLKD_02775,FNJAKAKL_03025,ECBNDIDM_00594,LFPJLIBK_00008,IMJNKLBI_00593,EMNCPJML_01138,PLFJNGPA_00079,PGJOJFNN_00433,ODFDBHOD_02741,IAPKCFHA_00009,BDHOLPHL_00008,DELEFPOC_02375,AHNHBFNE_01200,HBJIBEPC_00623
Cluster_184,LNKPBJJO_01104,PEOCBFCP_01199,GKBMFCDM_00870,GKMEBLJL_00971,HKAMFFJN_00657,JOBNEEKL_01281,GACBFOHJ_02639,LLFCPLKD_02643,FNJAKAKL_00793,ECBNDIDM_03104,LFPJLIBK_01031,IMJNKLBI_03029,EMNCPJML_02579,PLFJNGPA_00687,PGJOJFNN_01188,ODFDBHOD_02605,IAPKCFHA_00895,BDHOLPHL_00719,DELEFPOC_02966,AHNHBFNE_01820,HBJIBEPC_00033
Cluster_185,,PEOCBFCP_01024,GKBMFCDM_01101,,,,,,,,,,,,,,,,,,
Cluster_186,LNKPBJJO_02222,PEOCBFCP_02865,GKBMFCDM_02831,GKMEBLJL_01816,HKAMFFJN_01313,JOBNEEKL_01947,GACBFOHJ_01357,LLFCPLKD_00786,FNJAKAKL_00083,ECBNDIDM_01926,LFPJLIBK_01452,IMJNKLBI_01970,EMNCPJML_02215,PLFJNGPA_01422,PGJOJFNN_02241,ODFDBHOD_00485,IAPKCFHA_01722,BDHOLPHL_01103,DELEFPOC_01446,AHNHBFNE_00808,HBJIBEPC_01041
Cluster_187,,,,,,,,LLFCPLKD_01141,,,,,,,,ODFDBHOD_01150,,,,,
Cluster_188,,,,,,,,,,ECBNDIDM_01778,,IMJNKLBI_01828,,,,,,,,,
Cluster_189,,,,,HKAMFFJN_02553,,,,,,,,,,,,,,,,
Cluster_190,,,,,,,,LLFCPLKD_01157,,,,,,,,ODFDBHOD_01166,,,,,
Cluster_191,LNKPBJJO_01188,PEOCBFCP_02802,GKBMFCDM_02768,GKMEBLJL_01874,HKAMFFJN_01639,JOBNEEKL_00146,GACBFOHJ_01417,LLFCPLKD_01601,FNJAKAKL_00143,ECBNDIDM_01860,LFPJLIBK_01515,IMJNKLBI_01904,EMNCPJML_01428,PLFJNGPA_01482,PGJOJFNN_02303,ODFDBHOD_00546,IAPKCFHA_01781,BDHOLPHL_01161,DELEFPOC_01504,AHNHBFNE_00868,HBJIBEPC_02079
Cluster_192,,PEOCBFCP_00364,GKBMFCDM_00362,,,,,,,,,,,,,,,,,,
Cluster_193,,,,,,,,LLFCPLKD_00409,,,,,,,,ODFDBHOD_03191,,,,,
Cluster_194,LNKPBJJO_01459,PEOCBFCP_02224,GKBMFCDM_01877,GKMEBLJL_01138,HKAMFFJN_00496,JOBNEEKL_01375,GACBFOHJ_02291,LLFCPLKD_00567,FNJAKAKL_02838,ECBNDIDM_02639,LFPJLIBK_02829,IMJNKLBI_02706,EMNCPJML_00416,PLFJNGPA_02461,PGJOJFNN_00895,ODFDBHOD_00868,IAPKCFHA_01219,BDHOLPHL_01335,DELEFPOC_01069,AHNHBFNE_02436,HBJIBEPC_01440
Cluster_195,LNKPBJJO_02210,PEOCBFCP_02882,GKBMFCDM_02848,GKMEBLJL_01804,HKAMFFJN_02753,JOBNEEKL_01959,GACBFOHJ_01345,,FNJAKAKL_00066,ECBNDIDM_01943,LFPJLIBK_01440,IMJNKLBI_01987,EMNCPJML_02203,PLFJNGPA_01410,PGJOJFNN_02229,,IAPKCFHA_01710,BDHOLPHL_01091,DELEFPOC_01434,,HBJIBEPC_01053
Cluster_196,,PEOCBFCP_02217,GKBMFCDM_01870,GKMEBLJL_01145,HKAMFFJN_00503,,GACBFOHJ_02300,LLFCPLKD_00574,FNJAKAKL_02827,ECBNDIDM_02648,LFPJLIBK_02836,IMJNKLBI_02715,EMNCPJML_00425,PLFJNGPA_02452,PGJOJFNN_00904,ODFDBHOD_00875,IAPKCFHA_01226,BDHOLPHL_01343,DELEFPOC_01061,AHNHBFNE_02445,HBJIBEPC_01433
Cluster_197,,PEOCBFCP_01654,,,,,,,,,,IMJNKLBI_01288,,,,,,,,,
Cluster_198,LNKPBJJO_01561,PEOCBFCP_00319,GKBMFCDM_00317,GKMEBLJL_00614,HKAMFFJN_02466,JOBNEEKL_01478,GACBFOHJ_00067,LLFCPLKD_02787,FNJAKAKL_03013,ECBNDIDM_00606,LFPJLIBK_00522,IMJNKLBI_00605,EMNCPJML_02608,PLFJNGPA_00067,PGJOJFNN_00421,ODFDBHOD_02753,IAPKCFHA_00958,BDHOLPHL_02848,DELEFPOC_02349,AHNHBFNE_01188,HBJIBEPC_00636
Cluster_199,LNKPBJJO_01631,PEOCBFCP_02988,GKBMFCDM_02955,GKMEBLJL_01695,HKAMFFJN_02645,JOBNEEKL_03000,GACBFOHJ_00609,LLFCPLKD_00859,FNJAKAKL_02034,ECBNDIDM_02042,LFPJLIBK_01338,IMJNKLBI_02086,EMNCPJML_02958,PLFJNGPA_00608,PGJOJFNN_02460,ODFDBHOD_00925,IAPKCFHA_01602,BDHOLPHL_00983,DELEFPOC_01326,AHNHBFNE_00692,HBJIBEPC_02176
Cluster_200,,,,GKMEBLJL_00657,HKAMFFJN_00957,,GACBFOHJ_01633,LLFCPLKD_frag_02990_02991,,,LFPJLIBK_00942,,EMNCPJML_01882,PLFJNGPA_01698,,ODFDBHOD_frag_03111_03112,IAPKCFHA_01027,BDHOLPHL_00553,DELEFPOC_02222,,
Cluster_201,LNKPBJJO_00166,PEOCBFCP_01501,GKBMFCDM_01475,GKMEBLJL_02152,HKAMFFJN_01412,JOBNEEKL_02755,GACBFOHJ_00434,LLFCPLKD_01935,FNJAKAKL_01200,ECBNDIDM_00245,LFPJLIBK_00331,IMJNKLBI_00244,EMNCPJML_00111,PLFJNGPA_00434,PGJOJFNN_00081,ODFDBHOD_00121,IAPKCFHA_00334,BDHOLPHL_00331,DELEFPOC_02697,AHNHBFNE_01548,HBJIBEPC_00304
Cluster_202,LNKPBJJO_01797,PEOCBFCP_00762,GKBMFCDM_00914,GKMEBLJL_01745,HKAMFFJN_02695,JOBNEEKL_01818,GACBFOHJ_01291,LLFCPLKD_01108,FNJAKAKL_00011,ECBNDIDM_01992,LFPJLIBK_01389,IMJNKLBI_02036,EMNCPJML_02145,PLFJNGPA_01356,PGJOJFNN_02513,ODFDBHOD_01117,IAPKCFHA_01652,BDHOLPHL_01033,DELEFPOC_01376,AHNHBFNE_00742,HBJIBEPC_01124
Cluster_203,,,,,,,,LLFCPLKD_00774,,,,,,,,ODFDBHOD_00473,,,,,
Cluster_204,,PEOCBFCP_00313,GKBMFCDM_00311,GKMEBLJL_00620,HKAMFFJN_02460,,GACBFOHJ_00073,LLFCPLKD_02781,FNJAKAKL_03019,ECBNDIDM_00600,LFPJLIBK_01729,IMJNKLBI_00599,EMNCPJML_02601,PLFJNGPA_00073,PGJOJFNN_00427,ODFDBHOD_02747,IAPKCFHA_00952,BDHOLPHL_02841,DELEFPOC_02356,AHNHBFNE_01194,HBJIBEPC_00630
Cluster_205,LNKPBJJO_00815,PEOCBFCP_02493,GKBMFCDM_02459,,HKAMFFJN_01013,JOBNEEKL_02912,GACBFOHJ_01024,LLFCPLKD_01333,,ECBNDIDM_02889,,IMJNKLBI_02957,EMNCPJML_02006,PLFJNGPA_01100,,ODFDBHOD_01379,,,,AHNHBFNE_02182,
Cluster_206,,,,,HKAMFFJN_02313,,,,,,,,,,,,,,,,
Cluster_207,LNKPBJJO_01450,,,,,JOBNEEKL_01366,,,,,,,,,,,,,,,
Cluster_209,LNKPBJJO_01435,PEOCBFCP_00832,GKBMFCDM_01423,GKMEBLJL_01544,HKAMFFJN_02544,JOBNEEKL_00587,GACBFOHJ_00718,LLFCPLKD_02859,FNJAKAKL_02947,ECBNDIDM_01103,LFPJLIBK_00594,IMJNKLBI_01091,EMNCPJML_02679,PLFJNGPA_00797,PGJOJFNN_01647,ODFDBHOD_02825,IAPKCFHA_00808,BDHOLPHL_02920,DELEFPOC_02277,AHNHBFNE_01111,HBJIBEPC_00708
Cluster_210,,,,,,,,,FNJAKAKL_01642,,,,,,,,IAPKCFHA_01096,,,,HBJIBEPC_01572
Cluster_211,,,,,,,,,,,,,,,,,,,,AHNHBFNE_00796,
Cluster_212,LNKPBJJO_02691,PEOCBFCP_00222,GKBMFCDM_00220,GKMEBLJL_02397,HKAMFFJN_02368,JOBNEEKL_02342,GACBFOHJ_00189,LLFCPLKD_02171,FNJAKAKL_02564,ECBNDIDM_00484,LFPJLIBK_00087,IMJNKLBI_00483,EMNCPJML_01970,PLFJNGPA_00189,PGJOJFNN_00324,ODFDBHOD_00356,IAPKCFHA_00089,BDHOLPHL_00087,DELEFPOC_02454,AHNHBFNE_01309,HBJIBEPC_00542
Cluster_213,LNKPBJJO_00683,PEOCBFCP_00171,GKBMFCDM_00169,GKMEBLJL_02345,HKAMFFJN_00700,JOBNEEKL_02291,GACBFOHJ_00240,LLFCPLKD_02120,FNJAKAKL_02615,ECBNDIDM_00433,LFPJLIBK_00138,IMJNKLBI_00432,EMNCPJML_01505,PLFJNGPA_00240,PGJOJFNN_00272,ODFDBHOD_00305,IAPKCFHA_00141,BDHOLPHL_00139,DELEFPOC_02506,AHNHBFNE_01360,HBJIBEPC_00491
Cluster_214,,,,,,,,,,,,,,,,,,,,AHNHBFNE_00497,
Cluster_215,LNKPBJJO_01759;LNKPBJJO_02131;LNKPBJJO_02868,PEOCBFCP_00365,GKBMFCDM_00363,GKMEBLJL_00568,HKAMFFJN_refound_4,JOBNEEKL_01786;JOBNEEKL_02060;JOBNEEKL_00500,GACBFOHJ_01576,LLFCPLKD_01814;LLFCPLKD_02273,,,LFPJLIBK_01102,,,PLFJNGPA_01641,,ODFDBHOD_02233;ODFDBHOD_02225,,BDHOLPHL_02479,DELEFPOC_01674,,
Cluster_216,,,,,,,,,FNJAKAKL_01595,,,,,,,,,,,,
Cluster_217,,,,,HKAMFFJN_02274,,,,,,LFPJLIBK_01177,,,,,,,,,,
Cluster_218,LNKPBJJO_00227,PEOCBFCP_01400,GKBMFCDM_02245,GKMEBLJL_02211,HKAMFFJN_00180,JOBNEEKL_02694,GACBFOHJ_00494,LLFCPLKD_01877,FNJAKAKL_01260,ECBNDIDM_00184,LFPJLIBK_00389,IMJNKLBI_00184,EMNCPJML_00052,PLFJNGPA_00493,PGJOJFNN_00022,ODFDBHOD_00063,IAPKCFHA_00394,BDHOLPHL_00390,DELEFPOC_02756,AHNHBFNE_01607,HBJIBEPC_00244
Cluster_219,LNKPBJJO_00409,PEOCBFCP_01843,GKBMFCDM_01252,GKMEBLJL_00097,HKAMFFJN_02838,JOBNEEKL_00777,GACBFOHJ_01991,LLFCPLKD_00453,FNJAKAKL_01750,ECBNDIDM_01626,LFPJLIBK_01977,IMJNKLBI_01620,EMNCPJML_02788,PLFJNGPA_02055,PGJOJFNN_01443,ODFDBHOD_03235,IAPKCFHA_02932,BDHOLPHL_01949,DELEFPOC_00321,AHNHBFNE_00022,HBJIBEPC_01724
Cluster_220,LNKPBJJO_01511,PEOCBFCP_00536,GKBMFCDM_00534,GKMEBLJL_00812,HKAMFFJN_02095,JOBNEEKL_01428,GACBFOHJ_01853,LLFCPLKD_02464,FNJAKAKL_02521,ECBNDIDM_01488,LFPJLIBK_02380,IMJNKLBI_01482,EMNCPJML_00321,PLFJNGPA_01918,PGJOJFNN_03066,ODFDBHOD_02421,IAPKCFHA_01080,BDHOLPHL_02668,DELEFPOC_00187,AHNHBFNE_02965,HBJIBEPC_01021
